Pseudochelaria arbutina  Keifer
Pseudochelaria manzanitae  Keifer
Pseudochelaria scabrella  Busck
Pseudochelaria walsinghami  Dietz
Pseudotelphusa acrobrunella Park
Pseudotelphusa amelanchierella  Braun
Pseudotelphusa belangerella  Chambers
Pseudotelphusa betulella  Busck
Pseudotelphusa danilevskyi  Piskunov
Pseudotelphusa fuscopunctella  Clemens
Pseudotelphusa incana  Hodges
Pseudotelphusa palliderosacella  Chambers
Pseudotelphusa quercinigracella  Chambers
Pseudotelphusa tessella  Hubner
Psoricoptera gibbosella  Zeller
Psoricoptera triorthias  Meyrick
Ptocheuusa abnormella  Herrich-SchÃƒÂ¤ffer
Ptocheuusa asterisci  Walsingham
Ptocheuusa inopella  Zeller
Ptocheuusa paupella  Zeller
Ptycerata sp.
Recurvaria
Recurvaria ceanothiella  Braun
Recurvaria chalybeichroa  Walsingham
Recurvaria consimilis  Braun
Recurvaria eromene  Walsingham
Recurvaria francisca  Keifer
Recurvaria glinax  Hodges MS
Recurvaria leucatella  Clerck
Recurvaria nanella  Denis & Schiff.
Recurvaria ochrospila  Meyrick
Recurvaria sp.
Recurvaria sp.  
Rifseria fuscotaeniella  Chambers
Schistonoea fulvidella  Walsingham
Schneidereria pistaciella  Weber
Schneidereria pistaciicola  Danilevsky
Schneidereria platyphracta  Meyrick
Sclerocecis pulverosella  ChrÃƒÂ©tien
Scodes deflecta  Busck
Scrobipalpa acuminatella  Sircom
Scrobipalpa artemisiella  Treitschke
Scrobipalpa atriplex  Busck
Scrobipalpa atriplicella  Fischer v. RÃƒÂ¶sl.
Scrobipalpa blapsigona  Meyrick
Scrobipalpa brahmiella  Heyden
Scrobipalpa chrysanthemella  Hofmann
Scrobipalpa clintoni  Povolny
Scrobipalpa costella  Westwood
Scrobipalpa disjectella  Staudinger
Scrobipalpa ergasima  Meyrick
Scrobipalpa gallicella  Constant
Scrobipalpa gallincolella  Mann
Scrobipalpa gecko  Walsingham
Scrobipalpa halonella  Herrich-SchÃƒÂ¤ffer
Scrobipalpa halymella  MilliÃƒÂ¨re
Scrobipalpa heliopa  Lower
Scrobipalpa hyoscyamella  Stainton
Scrobipalpa incola  Meyrick
Scrobipalpa instabilella  Douglas
Scrobipalpa lyciella  Walsingham
Scrobipalpa marina  Meyrick
Scrobipalpa mongoloides  Povolny
Scrobipalpa monochromella  Constant
Scrobipalpa montanella  ChrÃƒÂ©tien
Scrobipalpa monumentella  Chambers
Scrobipalpa murinella  Duponchel
Scrobipalpa nitentella  Fuchs
Scrobipalpa obsoletella  Fischer v. RÃƒÂ¶sl.
Scrobipalpa ocellatella  Boyd
Scrobipalpa ochraceella  ChrÃƒÂ©tien
Scrobipalpa omachella  ChrÃƒÂ©tien
Scrobipalpa pauperella  Heinemann
Scrobipalpa phagnalella  Constant
Scrobipalpa plantaginella  Stainton
Scrobipalpa salinella  Zeller
Scrobipalpa salsolella  Amsel
Scrobipalpa samadensis  Pfaffenzeller
Scrobipalpa scutellariaeella  Chambers
Scrobipalpa sp. A
Scrobipalpa sp. B
Scrobipalpa stangei  Hering
Scrobipalpa suaedella  Richardson
Scrobipalpa suaedivorella  ChrÃƒÂ©tien
Scrobipalpa suasella  Constant
Scrobipalpa traganella  ChrÃƒÂ©tien
Scrobipalpa voltinella  ChrÃƒÂ©tien
Scrobipalpa xerophylla  Meyrick
Scrobipalpopsis petasitis  Pfaffenzeller
Scrobipalpopsis solanivora  Povolny
Scrobipalpopsis tetradymiella  Busck
Scrobipalpula absoluta  Meyrick
Scrobipalpula artemisiella  Kearfott
Scrobipalpula daturae  Zeller
Scrobipalpula erigeronella  Braun
Scrobipalpula ilyella  Zeller
Scrobipalpula isochlora  Meyrick
Scrobipalpula lutescella  Clarke
Scrobipalpula polemoniella  Braun
Scrobipalpula potentella  Keifer
Scrobipalpula psilella  Herrich-SchÃƒÂ¤ffer
Scrobipalpula psilella-group sp. A
Scrobipalpula psilella-group sp. A  
Scrobipalpula psilella-group sp. B
Scrobipalpula sacculicola  Braun
Scrobipalpula tussilaginis  Frey
Semnostoma barathrota  Meyrick
Semophylax apicepuncta  Busck
Sinoe robiniella  Fitch
Sinoe sp.  
Sitotroga cerealella  Olivier
Sophronia chilonella  Treitschke
Sophronia grandii  Hering
Sophronia humerella  Denis & Schiff.
Sophronia santolinae  Staudinger
Sophronia semicostella  Hubner
Sophronia sicariella  Zeller
Sophronia?   
Stegasta bosqueella  Chambers
Stegasta bosquella costipunctella MÃƒÂ¶schler
Stegasta capitella  Fabricius
Stegasta variana  Meyrick
Stenolechia bathrodyas  Meyrick
Stenolechia gemmella  Linnaeus
Stenolechia kodamai  Okada
Stenolechia notomochla  Meyrick
Stenolechia notomochla?  Meyrick
Stenolechia trichaspis  Meyrick
Stenovalva disclusa  Meyrick
Stereomita andropogonis  Braun
Sterrhostoma heterogastra  Meyrick
Stomopteryx adenocarpella  Hering
Stomopteryx deverrae  Walsingham
Stomopteryx isoscelixantha  Lower
Stomopteryx linella  ChrÃƒÂ©tien
Stomopteryx nigricella  ChrÃƒÂ©tien
Stomopteryx schizogynae  Walsingham
Stomopteryx simplexella  Walker
Stomopteryx sphenodoxa  Meyrick
Symmetrischema borsaniella  KÃƒÂ¶hler
Symmetrischema capsica  Bradley & Pov.
Symmetrischema capsicivorum  Povolny
Symmetrischema dulce  Povolny
Symmetrischema kendallorum  Blanchard & Knu.
Symmetrischema lavernella  Chambers
Symmetrischema striatella  Murtfeldt
Symmetrischema tangolias  Gyen
Symmoca rosmarinella  Walsingham
Symmoca signatella  Herrich-SchÃƒÂ¤ffer
Syncopacma
Syncopacma acanthyllidis  Walsingham
Syncopacma adversa  Braun
Syncopacma albipalpella  Herrich-SchÃƒÂ¤ffer
Syncopacma captivella  Herrich-SchÃƒÂ¤ffer
Syncopacma cinctella  Clerck
Syncopacma coronillella  Treitschke
Syncopacma crotalariella  Busck
Syncopacma genistae  Walsingham
Syncopacma larseniella  GozmÃƒÂ¡ny
Syncopacma metadesma  Meyrick
Syncopacma nigrella  Chambers
Syncopacma palpilineella  Chambers
Syncopacma sangiella  Stainton
Syncopacma suecicella  Wolff
Syncopacma taeniolella  Zeller
Syncopacma thaumalea  Walsingham
Syncopacma vinella  Bankes
Syrmadaula automorpha?  Meyrick
Taygete eromene  Walsingham
Taygete gallaegenitella  Clemens
Taygete parvella  Fabricius
Tecia mendozella  Kieffer & JÃƒÂ¶rg.
Teleiodes
Teleiodes   
Teleiodes alburnella  Zeller
Teleiodes cisti  Stainton
Teleiodes decorella  Haworth
Teleiodes fugitivella  Zeller
Teleiodes luculella  Hubner
Teleiodes myricariella  Frey
Teleiodes myricariella?  Frey
Teleiodes notatella  Hubner
Teleiodes nr. myricariella  Frey
Teleiodes paripunctella  Thunberg
Teleiodes proximella  Hubner
Teleiodes saltuum  Zeller
Teleiodes sequax  Haworth
Teleiodes sp. 1  
Teleiodes sp. 2  
Teleiodes sp. 3  
Teleiodes sp. 4  
Teleiodes thomeriella  ChrÃƒÂ©tien
Teleiodes vulgella  Hubner
Teleiodes wagae  Nowicki
Teleiopsis brevivalva  Pitkin
Teleiopsis diffinis  Haworth
Teleiopsis lunariella  Walsingham
Teleiopsis terebinthinella  Herrich-SchÃƒÂ¤ffer
Telephila schmidtiellus  Heyden
Telphusa
Telphusa atomatma  Meyrick
Telphusa brucinella  Mann
Telphusa chloroderces  Meyrick
Telphusa cistiflorella  Constant
Telphusa euryzeucta  Meyrick
Telphusa improvida  Meyrick
Telphusa inferialis  Meyrick
Telphusa latifasciella  Chambers
Telphusa longifasciella  Clemens
Telphusa melanozona  Meyrick
Telphusa modesta  Danilevsky
Telphusa necromantis  Meyrick
Telphusa pistaciae  Sattler
Telphusa quercicola  Park
Telphusa sarcochroma  Walsingham
Telphusa sedulitella  Busck
Telphusa sp.
Telphusa sp. 1
Telphusa tetragrapta  Meyrick
Telphusa xyloptera  Meyrick
Theisoa constrictella  Zeller
Theisoa pallidochrella  Chambers
Thiotricha coleella  Constant
Thiotricha godmani  Walsingham
Thiotricha nr. scioplecta  Meyrick
Thiotricha nr. tethela  Bradley
Thiotricha oleariae  Hudson
Thiotricha parthenica  Meyrick
Thiotricha sp. 1
Thiotricha sp. 2
Thiotricha subocellea  Stephens
Thiotricha syncentritis  Meyrick
Thiotricha tetraphala  Meyrick
Thiotricha thorybodes  Meyrick
Thiotricha trapezoidella (Caradja)
Thiotricha tylephora (Meyrick)
Thyrsostoma pylartis  Meyrick
Tila capsophilella  ChrÃƒÂ©tien
Tildenia altisolani  Keifer
Tildenia georgei  Hodges
Tildenia glochinella  Zeller
Tildenia gudmannella  Walsingham
Tildenia inconspicuella  Murtfeldt
Tosca plutonella  Heinrich
Trichotaphe sp.
Trypanisma prudens  Clemens
Tuta atriplicella  Kieffer & JÃƒÂ¶rg.
Vladimirea zygophyllivorella  Kuznetsov
Xenolechia aethiops  Humphreys & Wstw
Xenolechia querciphaga  Keifer
Xenolechia quinquecristatella  Chambers
Xenolechia sp.
Xenolechia staspa  Hodges MS
Xystophora carchariella  Zeller
Xystophora psammitella  Snellen
Xystophora pulveratella  Herrich-SchÃƒÂ¤ffer
Zizyphia cleodorella  ChrÃƒÂ©tien
Zizyphia zizyphella  Amsel
